No,Keywords,Volume,Position,Est. Visits,Seo Difficulty,Ranking Url
1250,licença maternidade quando posso pedir,320,58,0,20,http://sso.com.br/2023/12/14/voltei-da-licenca-maternidade-posso-ser-demitida/
1251,riscos ocupacionais cores,260,63,0,13,http://sso.com.br/2024/02/07/classificacao-dos-riscos-ocupacionais/
1252,uso de epi obrigatório,170,34,0,12,http://sso.com.br/2022/11/26/importancia-do-uso-de-epi/
1253,norma regulamentadora 15 do mte,170,71,0,35,http://sso.com.br/2025/03/14/o-que-e-nr-15/
1254,saturação 86,720,43,0,16,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1255,com quantos graus é febre,1000,60,0,16,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1256,o'que é empresa terceirizada,880,30,0,19,http://sso.com.br/2022/06/17/terceirizacao-de-servicos/
1257,o'que é um exame admissional,1300,30,0,13,http://sso.com.br/2022/05/23/o-que-e-exame-admissional/
1258,o que e atestado de saude ocupacional,1300,52,0,13,http://sso.com.br/2023/07/25/aso/
1259,valor adicional de periculosidade,260,58,0,18,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
1260,avaliação audiologica,320,32,0,12,http://sso.com.br/2024/01/19/exames-audiologicos/
1261,o que é exame de aptidão física e mental,260,41,0,17,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
1262,o que é saude do trabalhador,210,54,0,28,http://sso.com.br/2024/03/01/saude-ocupacional/
1263,como ser pcd,260,33,0,17,http://sso.com.br/2022/02/08/pcd-quem-se-enquadra/
1264,medicina do trabalho exames,210,30,0,28,http://sso.com.br/2022/01/25/tabela-de-exames-complementares-por-funcao/
1265,o que é exame médico admissional,170,89,0,15,http://sso.com.br/artigos/aso-admissional
1266,licença maternidade no brasil,170,39,0,42,http://sso.com.br/artigos/voltei-da-licenca-maternidade-posso-ser-demitida
1267,tabela ruido,140,52,0,17,http://sso.com.br/artigos/tipos-de-ruido-ambiental
1268,ruido continuo e intermitente,140,66,0,17,http://sso.com.br/artigos/tipos-de-ruido-ambiental
1269,é obrigatorio exame demissional,140,63,0,12,http://sso.com.br/artigos/posso-fazer-exame-demissional-durante-aviso-previo
1270,o'que é higiene do trabalho,140,15,0,25,http://sso.com.br/artigos/higiene-ocupacional
1271,o que é doenças ocupacionais,140,77,0,29,http://sso.com.br/artigos/tipos-de-doencas-ocupacionais
1272,singular soluções em saúde e medicina ocupacional,390,54,0,17,http://sso.com.br/
1273,exame periódico na empresa,210,32,0,14,http://sso.com.br/2025/01/17/quais-sao-os-exames-periodicos/
1274,e ocupacional medicina empresarial,260,43,0,10,http://sso.com.br/
1275,saturação 93 criança,210,58,0,15,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1276,alterações do contrato de trabalho,260,86,0,30,http://sso.com.br/2022/08/05/mudanca-de-funcao/
1277,saturação 80 em idoso,140,67,0,16,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1278,o'que é audiometria,3600,34,0,11,http://sso.com.br/2024/01/11/exame-de-audiometria-onde-fazer/
1279,o medico do trabalho pode dar atestado,140,65,0,16,http://sso.com.br/2023/06/22/trabalhar-de-atestado/
1280,o que aso admissional,140,89,0,13,http://sso.com.br/
1281,o'que é serviço terceirizado,140,32,0,33,http://sso.com.br/2022/06/17/terceirizacao-de-servicos/
1282,o que são exames periodicos,140,37,0,17,http://sso.com.br/2023/04/13/exame-periodico-quanto-em-quanto-tempo/
1283,exame admissional guarulhos,390,94,0,3,http://sso.com.br/
1284,o que é plano de rigging,260,40,0,11,http://sso.com.br/2023/04/26/plano-de-rigger/
1285,atestado de saude ocupacional o que e,1300,37,0,10,http://sso.com.br/2023/07/25/aso/
1286,médica do trabalho,8100,52,0,30,http://sso.com.br/2024/07/10/medicos-do-trabalho/
1287,ardor febril,720,26,0,11,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1288,plano de ringue,590,75,0,10,http://sso.com.br/2023/04/26/plano-de-rigger/
1289,36.8 é considerado febre,480,80,0,15,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1290,doença do trabalho e doença profissional,880,55,0,26,http://sso.com.br/2024/09/26/doencas-do-trabalho-e-doencas-ocupacionais/
1291,exame periódico validade,390,41,0,11,http://sso.com.br/2023/04/13/exame-periodico-quanto-em-quanto-tempo/
1292,o'que e medicina do trabalho,720,53,0,30,http://sso.com.br/2021/12/01/o-que-e-medicina-do-trabalho/
1293,estabilidade após afastamento inss,320,16,0,18,http://sso.com.br/2025/09/09/funcionario-afastado-pelo-inss-pode-ser-demitido/
1294,multa do esocial,260,40,0,16,http://sso.com.br/2022/07/11/multas-do-esocial/
1295,sintomas de ler,260,10,0,25,http://sso.com.br/2025/06/09/sintomas-de-lesao-por-esforco-repetitivo/
1296,saturação 75 é normal,140,26,0,18,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1297,quem está afastado pelo inss pode pedir demissão,260,10,0,17,http://sso.com.br/2025/09/09/funcionario-afastado-pelo-inss-pode-ser-demitido/
1298,quais são as doenças ocupacionais,260,25,0,34,http://sso.com.br/2023/01/27/tipos-de-doencas-ocupacionais/
1299,oximetria valores normais,260,63,0,17,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1300,médico do trabalho pode dar atestado,210,38,0,17,http://sso.com.br/2023/06/22/trabalhar-de-atestado/
1301,exames do aso,210,85,0,17,http://sso.com.br/2022/01/25/tabela-de-exames-complementares-por-funcao/
1302,perito trabalhista,590,68,0,17,http://sso.com.br/2022/02/25/pericia-trabalhista/
1303,oxigênio no sangue normal,590,28,0,22,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1304,multas trabalhista,210,28,0,32,http://sso.com.br/2024/05/21/multa-ministerio-do-trabalho/
1305,segurança do trabalho é,320,24,0,51,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
1306,é febre,170,22,0,17,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1307,como funciona exame admissional,260,52,0,13,http://sso.com.br/2022/05/23/o-que-e-exame-admissional/
1308,mapeamento de riscos,22200,90,0,14,http://sso.com.br/2023/03/02/como-fazer-mapa-de-risco/
1309,pcmso significa,2400,47,0,23,http://sso.com.br/2024/11/29/ppra-e-pcmso/
1310,pgr e pcmso,2400,10,0,10,http://sso.com.br/2025/11/17/pgr-e-pcmso/
1311,febre é a partir de quantos graus,5400,51,0,13,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1312,vaga pcd o que é,1300,24,0,22,http://sso.com.br/2022/02/08/pcd-quem-se-enquadra/
1313,documento admissional,720,28,0,15,http://sso.com.br/ufaq/quais-documentos-necessarios-para-fazer-o-exame-admissional/
1314,com quantos graus está com febre,720,52,0,14,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1315,vhs o que significa,590,40,0,15,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
1316,para que serve raio x do torax,480,88,0,13,http://sso.com.br/2024/12/18/tipos-de-raio-x/
1317,periódico exame,590,70,0,20,http://sso.com.br/2023/04/13/exame-periodico-quanto-em-quanto-tempo/
1318,o que é exame de admissão,390,40,0,18,http://sso.com.br/2022/05/23/o-que-e-exame-admissional/
1319,para que serve o art,390,23,0,37,http://sso.com.br/2025/08/05/o-que-e-art-crea/
1320,quantos graus considera febre,390,58,0,13,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1321,saturação 60,320,51,0,15,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1322,se eu pedir demissão grávida o que recebo,320,76,0,14,http://sso.com.br/2023/12/14/voltei-da-licenca-maternidade-posso-ser-demitida/
1323,37 graus de febre,390,74,0,13,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1324,o'que é periculosidade e insalubridade,390,36,0,15,http://sso.com.br/2022/04/11/insalubridade-e-periculosidade/
1325,jornada intermitente,260,83,0,18,http://sso.com.br/2023/02/08/trabalho-intermitente/
1326,afastado do trabalho,590,88,0,17,http://sso.com.br/2023/11/09/atestado-retorno-trabalho/
1327,nosso portal,390,96,0,40,http://sso.com.br/
1328,emprego intermitente,260,40,0,20,http://sso.com.br/2023/02/08/trabalho-intermitente/
1329,atestado medico é descontado na rescisão,260,63,0,15,http://sso.com.br/2023/07/06/atestado-medico-pode-descontar-ferias/
1330,o'que significa ruido,210,25,0,36,http://sso.com.br/2023/01/24/ruido-ocupacional/
1331,o que é oxigenio no sangue,210,70,0,24,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1332,ausente do trabalho,210,63,0,40,http://sso.com.br/2025/09/17/o-que-e-absenteismo-no-trabalho/
1333,atestado é descontado do salario,210,79,0,27,http://sso.com.br/artigos/atestado-medico-pode-descontar-ferias
1334,aso o que e,210,26,0,17,http://sso.com.br/2022/01/20/o-que-e-aso/
1335,procedimento de segurança do trabalho,170,42,0,19,http://sso.com.br/artigos/medidas-de-seguranca-no-trabalho
1336,qual a nr da cipa,170,37,0,32,http://sso.com.br/nr/nr-5
1337,quais exames são feitos no exame admissional,170,46,0,13,http://sso.com.br/exames/demissional
1338,saúde segurança e higiene no trabalho,170,34,0,27,http://sso.com.br/artigos/higiene-ocupacional
1339,o que é segurança e saúde do trabalho,170,23,0,45,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
1340,combustiveis e inflamaveis,170,22,0,16,http://sso.com.br/nr/nr-20
1341,empregada domestica precisa fazer exame admissional,170,40,0,10,http://sso.com.br/artigos/exames-admissionais-para-auxiliar-de-limpeza
1342,ppra ou pgr,140,45,0,11,http://sso.com.br/artigos/ppra-e-pcmso
1343,é obrigatório exame demissional,140,30,0,13,http://sso.com.br/artigos/exame-demissional-justa-causa
1344,valor do pcmso,140,74,0,6,http://sso.com.br/2022/07/26/pcmso/
1345,clínica sos motorista,480,63,0,18,http://sso.com.br/
1346,documentos para admissão de funcionario,210,94,0,17,http://sso.com.br/2022/04/26/documentos-para-admissao/
1347,análise preliminar,210,32,0,14,http://sso.com.br/2022/06/03/analise-preliminar-de-risco/
1348,o que significa aptidão fisica,140,43,0,17,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
1349,aso onde fazer,390,34,0,10,http://sso.com.br/
1350,alteração de contrato de trabalho,260,97,0,20,http://sso.com.br/2022/08/05/mudanca-de-funcao/
1351,percentual adicional de periculosidade,140,50,0,17,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
1352,febre de 42 graus,590,75,0,16,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1353,exames admissionais em bh,170,89,0,7,http://sso.com.br/
1354,o que é ltcat,8100,43,0,25,http://sso.com.br/2023/03/15/ltcat-esocial/
1355,mudança nr 1,320,73,0,23,http://sso.com.br/2022/05/20/nova-nr1/
1356,quem elabora mapa de risco,320,40,0,15,http://sso.com.br/2023/03/02/como-fazer-mapa-de-risco/
1357,o que e demissional,390,39,0,15,http://sso.com.br/2021/12/07/exame-demissional/
1358,quando começa a febre,320,59,0,18,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1359,psicotecnico o que é,320,29,0,19,http://sso.com.br/2022/02/18/como-e-feito-o-exame-psicotecnico/
1360,saturação 82,320,69,0,16,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1361,exames de saúde ocupacional,320,24,0,15,http://sso.com.br/
1362,retorno licença maternidade,260,33,0,14,http://sso.com.br/2023/12/14/voltei-da-licenca-maternidade-posso-ser-demitida/
1363,o que é teste de romberg,320,12,0,12,http://sso.com.br/2025/02/19/o-que-e-teste-de-romberg/
1364,exame periódico significado,210,34,0,17,http://sso.com.br/2023/04/13/exame-periodico-quanto-em-quanto-tempo/
1365,alteração no contrato de trabalho,260,70,0,31,http://sso.com.br/2022/08/05/mudanca-de-funcao/
1366,proteção nr12,260,38,0,9,http://sso.com.br/2024/02/02/nr-12-seguranca-trabalho-maquinas-equipamentos/
1367,quantos de temperatura é considerado febre,210,70,0,18,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1368,multa clt,210,90,0,41,http://sso.com.br/2024/05/21/multa-ministerio-do-trabalho/
1369,se a pessoa pegar atestado antes das férias,590,23,0,15,http://sso.com.br/2023/07/06/atestado-medico-pode-descontar-ferias/
1370,oxigenação 95,170,62,0,16,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1371,tipo de riscos,1600,59,0,30,http://sso.com.br/2024/02/07/classificacao-dos-riscos-ocupacionais/
1372,riscos do trabalho em altura,210,53,0,13,http://sso.com.br/2025/06/06/analise-de-risco-em-trabalho-em-altura/
1373,36.7 é febre em adulto,210,54,0,17,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1374,o que exame periodico,170,95,0,18,http://sso.com.br/2025/01/17/quais-sao-os-exames-periodicos/
1375,o q significa intermitente,170,24,0,28,http://sso.com.br/2023/02/08/trabalho-intermitente/
1376,como renovar o exame toxicológico,170,71,0,18,http://sso.com.br/2022/09/13/exame-toxicologico-vencido/
1377,nr 12 o q é,6600,85,0,23,http://sso.com.br/2024/02/02/nr-12-seguranca-trabalho-maquinas-equipamentos/
1378,o que aptidão fisica,1600,54,0,34,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
1379,depois de quinze dias de atestado o que fazer,1900,92,0,14,http://sso.com.br/2023/06/22/trabalhar-de-atestado/
1380,exames ocupacionais,4400,54,0,12,http://sso.com.br/2022/01/25/tabela-de-exames-complementares-por-funcao/
1381,teste ergometrico como é feito,1300,55,0,13,http://sso.com.br/2024/03/08/como-e-feito-teste-ergometrico/
1382,38 de febre,2400,55,0,26,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1383,teste de visão pelo celular,1000,38,0,22,http://sso.com.br/2022/05/06/teste-de-acuidade-visual/
1384,serviço de saúde do trabalho sst,140,69,0,20,http://sso.com.br/2022/11/10/seguranca-e-saude-no-trabalho/
1385,o'que é exames ocupacionais,880,33,0,14,http://sso.com.br/2025/02/03/raio-x-ocupacional/
1386,insalubridade e periculosidade,4400,73,0,21,http://sso.com.br/2022/04/11/insalubridade-e-periculosidade/
1387,nr18 o que é,3600,47,0,20,http://sso.com.br/2024/12/13/nr-18-atualizada/
1388,saturação 99,480,41,0,16,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1389,gerenciamento de riscos ocupacionais,590,37,0,16,http://sso.com.br/2022/05/27/gerenciamento-de-riscos-ocupacionais/
1390,42 graus de febre,590,67,0,17,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1391,clínica do trabalho salvador medicina ocupacional,590,52,0,9,http://sso.com.br/
1392,o que significa exame periódico,590,53,0,19,http://sso.com.br/2025/01/17/quais-sao-os-exames-periodicos/
1393,ecg quanto tempo demora,480,26,0,23,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
1394,o que significa eletrocardiograma,390,32,0,33,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
1395,o que e nr 12,390,75,0,39,http://sso.com.br/2024/02/02/nr-12-seguranca-trabalho-maquinas-equipamentos/
1396,a empresa pediu meus documentos vou ser contratado,480,57,0,19,http://sso.com.br/2024/04/08/a-empresa-pode-desistir-de-contratar-apos-exame-admissional/
1397,exame de aso,480,81,0,15,http://sso.com.br/2023/07/25/aso/
1398,oxigenação do sangue normal,390,37,0,22,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1399,com quantos é febre,480,62,0,14,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1400,exame médico demissional,390,56,0,14,http://sso.com.br/2025/01/10/exame-admissional-vale-como-demissional/
1401,como é o exame de ecg,390,23,0,17,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
1402,quantos graus a pessoa está com febre,320,46,0,13,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1403,quanto tempo de jejum para fazer exame de sangue,4400,56,0,16,http://sso.com.br/2024/06/26/exame-admissional-tem-que-estar-em-jejum/
1404,o que é atestado de saude ocupacional,1300,35,0,11,http://sso.com.br/2023/07/25/aso/
1405,segurança no trabalho cipa,880,68,0,15,http://sso.com.br/2022/02/02/o-que-e-cipa/
1406,depois que faz o exame demissional quanto tempo para receber,320,25,0,14,http://sso.com.br/2024/07/31/pedido-de-demissao-precisa-fazer-exame-demissional/
1407,avaliação de deficiência,390,69,0,22,http://sso.com.br/2022/02/08/pcd-quem-se-enquadra/
1408,limite de tolerancia ruido,210,33,0,19,http://sso.com.br/2023/01/24/ruido-ocupacional/
1409,exames medicina trabalho,210,23,0,20,http://sso.com.br/2022/01/25/tabela-de-exames-complementares-por-funcao/
1410,consulta admissional,210,22,0,14,http://sso.com.br/exames/admissional
1411,pgr e pcmso quem faz,170,51,0,9,http://sso.com.br/artigos/pgr-e-pcmso
1412,saúde trabalho,170,36,0,46,http://sso.com.br/2024/03/01/saude-ocupacional/
1413,medicina ocupacional em campinas,170,44,0,9,http://sso.com.br/2024/01/02/medicina-do-trabalho-em-campinas/
1414,diferença entre doença profissional e doença do trabalho,170,34,0,22,http://sso.com.br/2024/09/26/doencas-do-trabalho-e-doencas-ocupacionais/
1415,documentos segurança do trabalho,170,30,0,28,http://sso.com.br/artigos/documentos-sst
1416,vacinas para profissionais de saude,140,17,0,18,http://sso.com.br/servicos/vacinacao
1417,nr 23 completo,140,43,0,49,http://sso.com.br/nr/nr-23
1418,nr 26 para que serve,140,56,0,20,http://sso.com.br/nr/nr-26
1419,nr 11 e nr 12,140,60,0,36,http://sso.com.br/artigos/nr-12-seguranca-trabalho-maquinas-equipamentos
1420,leis sobre segurança do trabalho,260,35,0,21,http://sso.com.br/2022/11/10/seguranca-e-saude-no-trabalho/
1421,insalubridade ou periculosidade,390,56,0,30,http://sso.com.br/2022/04/11/insalubridade-e-periculosidade/
1422,estou de atestado,390,67,0,16,http://sso.com.br/2023/06/22/trabalhar-de-atestado/
1423,multa exame toxicológico vencido,320,56,0,19,http://sso.com.br/2022/09/13/exame-toxicologico-vencido/
1424,função de trabalho,210,41,0,46,http://sso.com.br/2022/08/05/mudanca-de-funcao/
1425,aso online,480,72,0,17,http://sso.com.br/
1426,o que é serviço terceirizado,140,61,0,38,http://sso.com.br/2022/06/17/terceirizacao-de-servicos/
1427,o que é reabilitado,140,92,0,19,http://sso.com.br/2022/03/11/reabilitacao-profissional/
1428,análise preliminar de risco,1900,35,0,10,http://sso.com.br/2022/06/03/analise-preliminar-de-risco/
1429,saúde ocupacional e segurança do trabalho,210,47,0,15,http://sso.com.br/2024/03/01/saude-ocupacional/
1430,engenheiros crea,880,65,0,61,http://sso.com.br/2025/08/31/como-saber-se-o-profissional-tem-registro-no-crea/
1431,clínica do trabalho perto de mim,390,3,0,19,http://sso.com.br/
1432,36 2 é febre,480,59,0,18,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1433,exame psicotécnico para vigilantes,480,91,0,18,http://sso.com.br/2022/02/18/como-e-feito-o-exame-psicotecnico/
1434,atestado trabalho,480,32,0,19,http://sso.com.br/2023/06/22/trabalhar-de-atestado/
